Property1,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20
216.2,0.217391304,0.065217391,0.282608696,-3.194706994,2443.195652,378.9130435,4.847826087,1874.532113,0.321268833,-0.012637268,0.100591194,2443.195652,0.189035917,2896,4.017282644,0.184917267,212.173913,-14.65108422,50,0.816129387
205.5,0.188679245,0.188679245,0.245283019,-3.104307583,2408.830189,379.0566038,4.867924528,1986.894047,0.810355994,-0.025933581,0.087305565,2408.830189,0.14239943,2896,4.149264487,0.173465579,190.754717,-15.30669916,50,0.417664402
209.7,0.208333333,0.0625,0.3125,-3.489583333,2462.0625,389.375,4.895833333,1892.325454,0.661424326,-0.015435184,0.097799148,2462.0625,0.173611111,2896,4.055459948,0.187250925,214.5833333,-14.77748576,50,0.906860653
217.3,0.181818182,0.181818182,0.272727273,-3.305785124,2426.545455,388.1818182,4.909090909,1958.96345,0.277510908,-0.027891896,0.085351984,2426.545455,0.132231405,2896,4.18400437,0.176620591,193.6363636,-14.76891576,50,0.219387702
220.4,0.175438596,0.175438596,0.298245614,-3.471837488,2443.017544,396.6666667,4.947368421,1931.059389,0.229192073,-0.029712785,0.083535496,2443.017544,0.123114805,2896,4.205218232,0.178859576,196.3157895,-15.18678134,50,0.690943052
232.6,0.166666667,0.166666667,0.333333333,-3.666666667,2465.666667,408.3333333,5,1887.996171,0.282141698,-0.032216508,0.081037826,2465.666667,0.111111111,2896,4.217345104,0.18095238,200,-15.20249697,50,0.17980321
200.8,0.23255814,0.069767442,0.23255814,-2.617631152,2411.604651,361.3953488,4.76744186,1831.321826,0.008431404,-0.007952387,0.105266248,2411.604651,0.216333153,2896,3.918645344,0.178869159,208.1395349,-14.6168159,50,0.553872169
249.7,0.2,0.2,0.2,-2.72,2379.6,364,4.8,2032.078171,0.380816823,-0.022702362,0.090528973,2379.6,0.16,2896,4.063827369,0.166322854,186,-15.5093523,50,0.430929933
133,0.303030303,0.090909091,0,1.432506887,2264.818182,280,4.393939394,2010.376132,0.371420809,0.013815748,0.12698872,2264.818182,0.367309458,2750,2.787251212,0.078178149,189.3939394,-15.37175269,50,0.871022888
170.9,0.25,0.25,0,-0.25,2250.5,297.5,4.5,2514.612312,0.253741015,-0.008431144,0.104765694,2250.5,0.25,2750,3.20392046,0.076822128,165,-15.53960699,50,0.013159939
84.7,0.058823529,0,0.235294118,-6.14532872,3086.176471,653.5294118,12,2324.02322,0.866009055,-0.046601131,0,3086.176471,0.027681661,3695,4.249699125,0.192797068,313.5294118,-14.95074939,80,0.479571389
96.1,0.111111111,0,0.222222222,-5.827160494,3022.555556,627.7777778,11.55555556,2154.452821,0.872401269,-0.044012179,0,3022.555556,0.049382716,3695,4.259389793,0.193931261,310,-15.48635315,80,0.299430383
107.3,0.157894737,0,0.210526316,-5.540166205,2965.631579,604.7368421,11.15789474,2037.341533,0.186176213,-0.041695749,0,2965.631579,0.066481994,3695,4.207681079,0.194498234,306.8421053,-14.65312188,80,0.420903915
123.8,0.2,0,0.2,-5.28,2914.4,584,10.8,1949.907247,0.351095055,-0.039610961,0,2914.4,0.08,3695,4.127709474,0.194629561,304,-14.79890241,80,0.730935324
72.9,0,0,0.25,-6.5,3157.75,682.5,12.5,2597.085049,0.339990341,0,0,3157.75,0,3695,4.028914156,0.190916694,317.5,-14.69795035,80,0.30151642
149.4,0.2,0.2,0.2,-2.56,2612,460,7.8,1285.051775,0.781273428,-0.047961878,0.065378288,2612,0.08,3290,3.92378867,0.143117733,154,-14.64741756,50,0.162813444
138.1,0.166666667,0.166666667,0.166666667,-4.222222222,2792.5,550,9.833333333,1935.132874,0.891817042,-0.051894027,0.061452167,2792.5,0.055555556,3695,4.281406695,0.185775708,261.6666667,-14.80758795,50,0.799259809
60.1,0.166666667,0.166666667,0.166666667,-4.222222222,2792.5,550,9.833333333,1935.132874,0.693952667,-0.051894027,0.061452167,2792.5,0.055555556,3695,4.281406695,0.185775708,261.6666667,-14.76164908,50,0.009135556
68.6,0.166666667,0.166666667,0.166666667,-4.222222222,2792.5,550,9.833333333,1935.132874,0.964018342,-0.051894027,0.061452167,2792.5,0.055555556,3695,4.281406695,0.185775708,261.6666667,-15.53048273,50,0.951411072
72.1,0.166666667,0.166666667,0.166666667,-4.222222222,2792.5,550,9.833333333,1935.132874,0.401594298,-0.051894027,0.061452167,2792.5,0.055555556,3695,4.281406695,0.185775708,261.6666667,-15.20305156,50,0.644426551
88.7,0.166666667,0.166666667,0.166666667,-4.222222222,2792.5,550,9.833333333,1935.132874,0.837197927,-0.051894027,0.061452167,2792.5,0.055555556,3695,4.281406695,0.185775708,261.6666667,-14.97224997,50,0.660291874
